"","LNCaP_EV_Normoxia_rep1","LNCaP_EV_Normoxia_rep2","LNCaP_OC2_overexpress_Normoxia_rep1","LNCaP_OC2_overexpress_Normoxia_rep2","LNCaP_EV_Hypoxia_rep1","LNCaP_EV_Hypoxia_rep2","LNCaP_OC2_overexpress_Hypoxia_rep1","LNCaP_OC2_overexpress_Hypoxia_rep2","PC3_siCtrl_Normoxia_rep1","PC3_siCtrl_Normoxia_rep2","PC3_siOC2_Normoxia_siRNA1","PC3_siOC2_Normoxia_siRNA2","PC3_siCtrl_Hypoxia_rep1","PC3_siCtrl_Hypoxia_rep2","PC3_siOC2_Hypoxia_siRNA1","PC3_siOC2_Hypoxia_siRNA2"
"COQ7-DT",10,6,4,16,9,6,12,6,3,6,6,5,4,3,1,9
"FRG1EP",139,159,73,108,135,167,174,103,3,11,23,5,9,4,2,3
"LOC102723393",6,3,11,10,7,7,32,14,0,0,0,1,0,0,1,0
"LOC102723401",4,0,0,4,0,4,1,2,1,2,3,4,0,1,0,1
"LOC102723406",11,11,6,5,6,1,3,6,3,15,21,11,2,3,1,6
"LOC102723409",2,5,0,0,0,0,4,3,4,16,20,24,4,3,3,18
"LOC102723414",0,1,0,1,0,0,1,0,1,2,3,2,2,0,2,3
"LOC102723436",2,3,1,3,3,1,4,4,0,1,0,3,1,0,0,10
"ADK-AS1",13,19,14,15,7,13,11,9,9,31,35,19,23,13,12,26
"LINC01754",5,8,3,7,2,0,3,0,0,2,1,1,0,0,0,2
"LOC102723446",9,6,5,10,16,7,12,9,10,25,12,57,43,7,2,47
"LOC102723451",41,34,15,48,33,40,45,34,1,7,6,7,2,2,1,8
"LOC102723458",172,140,101,139,53,58,79,45,14,62,60,33,25,7,7,24
"LOC102723461",231,269,234,322,291,327,353,292,6,6,21,14,8,1,4,8
"ELF3-AS1",167,218,100,144,168,209,137,109,10,24,19,13,64,23,10,20
"LHX1-DT",2,0,9,19,9,3,46,27,3,11,15,7,12,5,4,9
"LOC102723480",0,0,3,0,0,3,0,0,51,106,159,107,205,69,77,120
"SMASR",0,1,0,0,0,0,0,0,1,5,7,1,2,1,1,2
"CSE1L-DT",11,9,4,5,2,7,11,8,3,5,2,6,1,0,2,1
"LOC102723490",2,1,0,0,1,1,2,0,12,27,66,49,245,92,39,119
"SMAD3-DT",1,1,0,0,0,0,3,0,1,6,3,4,2,3,0,5
"LOC102723502",3,6,5,7,6,8,14,10,0,0,0,1,1,0,0,1
"LOC102723506",27,38,12,20,6,3,11,4,0,0,2,0,0,0,0,0
"KANTR",88,100,68,96,115,163,156,183,48,121,160,108,88,33,36,108
"LCMT1-AS1",4,7,6,11,1,1,2,4,6,13,35,9,2,3,0,9
"LOC102723512",2,0,4,0,2,1,2,4,0,5,1,6,0,0,1,3
"ZNF30-AS1",12,7,10,14,19,16,14,18,0,1,0,0,0,0,0,0
"LOC102723533",4,4,3,3,3,6,7,4,1,3,2,2,1,0,0,1
"LOC102723534",136,159,99,135,115,111,140,97,7,25,34,23,14,4,6,18
"LOC102723543",13,21,10,12,16,16,15,14,1,8,9,2,8,1,0,4
"CSAG2",1697,2316,1085,1696,1786,1995,2022,1282,4,10,8,6,2,1,0,5
"PAQR5-DT",1,0,0,2,1,1,6,0,2,1,5,0,3,0,2,6
"ANKRD20A21P",27,28,7,17,15,16,20,6,0,2,2,1,1,1,0,0
"LOC102723553",329,426,184,264,378,407,308,221,44,86,172,103,82,34,28,98
"SPDYE16",45,61,30,43,47,56,38,42,8,22,33,28,10,4,3,17
"LMNB1-DT",4,2,0,2,3,13,1,4,3,9,2,4,4,0,1,5
"LOC102723564",276,341,203,252,268,297,326,246,17,55,63,37,29,9,8,27
"LOC102723566",64,72,25,67,25,27,47,26,3,2,10,8,0,1,0,4
"LOC102723568",9,17,4,7,11,8,11,6,0,1,1,1,5,0,0,5
"CDC27P9",10,13,36,52,6,12,37,23,14,38,29,24,20,5,6,24
"LOC102723575",6,13,12,8,3,2,11,5,4,2,3,2,1,0,0,5
"WDR5B-DT",7,4,2,4,3,2,1,1,2,4,9,2,1,1,1,5
"CDC27P10",10,13,36,51,6,12,34,23,14,38,29,24,19,5,6,24
"PLXNB3-AS1",3,15,10,7,19,25,19,20,10,46,58,41,30,6,4,32
"CDC27P11",10,16,46,64,8,14,44,28,17,46,36,31,25,8,6,30
"LOC102723608",0,1,1,1,0,0,1,0,1,2,3,1,2,1,2,3
"ATXN2-AS",10,25,13,13,4,7,6,13,2,3,9,6,0,2,0,1
"GOLGA6L26",4,2,4,3,1,3,2,1,0,0,1,0,0,0,0,0
"LOC102723624",0,0,0,0,0,0,1,1,4,5,2,4,13,2,0,3
"CT45A10",18,37,10,9,14,13,13,8,0,0,0,2,0,0,0,0
"LOC102723635",0,0,0,2,1,2,2,2,0,1,1,4,6,1,0,5
"LOC102723639",1,1,3,1,4,12,3,11,0,0,0,0,0,0,0,1
"LINC02259",3,5,1,5,1,2,4,1,1,1,2,1,1,0,0,2
"BRPF3-AS1",156,153,128,240,202,180,322,202,5,16,22,24,15,10,7,26
"LINC03004",9,14,7,4,2,4,3,1,0,0,0,1,1,0,0,0
"LOC102723654",4,5,3,1,2,3,3,0,4,15,18,38,16,4,2,20
"LOC102723656",1,0,1,2,0,2,2,3,0,1,1,1,1,0,0,1
"LOC102723663",6,16,0,8,3,9,15,4,32,82,68,67,76,20,23,70
"LOC102723665",112,121,76,132,64,68,161,77,4,7,13,12,3,4,2,14
"LOC102723670",13,21,2,15,7,9,20,15,2,0,1,7,3,0,2,2
"LINC03015",36,39,16,28,31,37,30,31,2,20,12,9,9,5,8,13
"CCDC149-AS1",117,156,168,248,172,200,301,220,54,122,66,191,123,34,8,165
"LOC102723678",1,9,1,2,3,3,3,4,23,46,37,26,19,10,4,24
"CT45A9",11,13,4,6,5,4,5,5,0,0,1,2,0,0,0,0
"LOC102723686",71,38,38,57,44,60,80,73,0,0,0,2,0,0,0,2
"MIR30DHG",275,243,188,221,537,625,585,429,79,210,190,283,393,122,65,582
"LOC102723696",63,39,37,48,44,32,62,48,2,7,5,4,6,4,3,8
"LOC102723701",21,23,9,14,15,19,6,11,1,3,7,7,1,1,0,2
"LOC102723704",664,596,268,534,532,633,665,412,42,128,141,217,167,51,52,192
"LOC102723709",0,0,0,0,1,0,0,1,3,5,5,3,4,1,1,2
"LOC102723714",5,4,6,6,2,4,4,2,3,1,4,4,3,2,0,1
"LOC102723716",6,7,1,9,1,1,9,3,3,8,10,14,6,1,3,6
"LOC102723722",17,29,12,24,22,17,22,18,3,6,9,17,7,2,1,11
"LOC102723724",5,5,4,2,1,5,6,1,8,22,25,24,10,5,6,17
"LPGAT1-AS1",2,3,1,4,0,2,0,1,1,2,4,1,1,1,0,5
"LOC102723728",1789,1935,1367,1805,2118,2623,1947,1530,165,480,251,443,529,168,58,414
"GPAT4-AS1",15,17,5,9,5,11,12,6,13,13,15,10,29,9,3,9
"LOC102723730",8,12,1,2,12,14,18,7,1,5,4,7,2,2,6,5
"LOC102723733",14,18,7,18,6,15,20,12,7,14,32,18,12,4,3,27
"CT45A8",10,11,4,5,5,4,5,5,0,0,2,2,0,0,0,0
"LINC02863",3,8,3,2,4,2,0,2,12,28,24,17,20,9,0,10
"CLK3-AS1",707,770,658,902,360,423,671,388,14,13,30,14,27,3,10,19
"LOC102723752",5,1,3,4,1,5,0,4,19,20,11,11,5,2,1,9
"LOC102723753",142,150,78,137,162,188,162,137,8,27,28,22,25,8,11,17
"SLC38A2-AS1",2,0,0,0,1,1,2,0,0,8,6,2,3,0,10,3
"LOC102723758",1,3,3,5,14,5,7,7,2,3,1,2,1,0,0,1
"LOC102723759",10,6,2,2,4,4,13,7,0,4,1,1,3,0,0,1
"LINC02773",8,0,6,10,0,1,3,1,0,4,5,9,3,1,2,11
"LOC102723769",8,12,9,8,8,13,12,7,1,2,2,1,1,0,0,1
"LINC01315",35,57,35,35,21,26,45,29,3,9,18,29,5,0,0,26
"FRG1FP",1006,1016,531,708,897,1065,1336,851,10,33,57,16,43,14,13,19
"LOC102723786",17,20,10,11,18,25,13,13,1,1,7,3,5,1,3,6
"LOC102723789",1,10,0,7,3,6,12,3,0,2,5,14,1,0,0,4
"LOC102723795",21,22,9,11,5,6,9,8,6,8,9,8,1,4,0,6
"LOC102723798",31,39,35,47,60,64,42,42,3,12,13,5,6,2,2,9
"HSPA2-AS1",40,44,19,39,61,39,55,43,4,13,19,9,43,2,37,15
"LOC102723811",22,11,9,14,10,12,22,14,0,5,1,0,0,0,0,1
"LOC102723814",35,47,44,60,40,46,115,62,5,10,12,10,5,2,2,8
"CNIH3-AS2",4,11,2,9,3,6,3,0,37,99,78,101,90,29,26,79
"LOC102723819",0,0,0,1,0,0,1,0,1,3,3,2,3,1,2,3
"EML4-AS1",0,0,0,0,0,2,0,0,4,1,11,11,1,2,2,6
"LOC102723834",26,21,7,24,2,6,7,6,85,235,314,157,161,45,71,165
"LOC102723841",4,8,4,5,3,2,3,3,2,4,4,1,5,1,1,2
"LOC102723847",1599,1958,747,1175,2111,2393,1826,1368,0,0,0,0,0,0,1,0
"SPDYE17",11,14,9,10,9,10,14,9,4,8,9,6,2,1,1,2
"TBC1D3E",524,549,327,451,608,644,853,529,65,143,269,144,339,98,107,211
"LOC102723869",1,1,1,0,2,2,2,1,1,3,2,4,4,2,2,1
"LOC102723870",8,11,5,3,1,1,3,5,1,7,6,2,0,1,1,5
"LOC102723872",45,47,26,42,91,95,66,54,16,31,43,15,44,9,8,26
"LOC102723878",17,20,16,17,17,10,41,23,1,4,2,6,1,2,2,6
"SRI-AS1",71,137,42,66,55,54,60,38,30,63,70,37,62,21,11,40
"LYPLAL1-AS1",4,0,1,2,1,2,3,3,3,21,12,11,22,8,0,3
"LOC102723890",7,10,5,5,3,3,5,4,2,4,4,1,5,1,1,2
"LOC102723897",617,1071,477,690,919,998,934,703,113,333,443,290,186,82,61,218
"PTTG1IP2",4,6,0,2,4,6,8,2,0,3,1,4,1,0,0,2
"PPM1B-DT",20,35,11,20,27,23,27,24,7,10,16,13,8,4,2,7
"LINC01238",63,74,36,51,71,65,157,68,0,0,1,0,0,0,0,0
"LOC102723933",0,1,1,1,0,0,1,0,1,3,4,1,2,1,2,3
"LOC102723935",1,11,4,1,3,2,2,1,0,0,0,2,0,0,0,0
"LOC102723944",59,66,27,49,19,23,30,20,1,7,3,6,4,2,0,8
"PDE4DIPP7",0,3,1,2,0,0,1,3,0,1,0,1,1,1,0,1
"FRMD3-AS1",11,22,16,27,17,16,31,36,2,4,3,10,7,1,1,3
"LOC102723994",1,2,0,1,1,1,8,4,0,0,0,2,0,0,0,2
"LOC102723996",129,170,103,147,62,76,133,73,36,88,93,106,164,61,43,224
"LINC01418",1,2,0,3,2,1,0,1,4,5,7,3,8,0,0,3
"KIF1C-AS1",223,234,128,203,227,276,219,170,10,35,35,21,22,5,5,16
"SIPA1L1-AS1",45,57,19,32,67,59,29,20,177,455,618,233,409,151,171,231
"FRG2KP",1,1,2,2,4,2,2,2,0,1,1,2,0,0,0,2
"LOC102724023",1856,2608,1159,1519,1239,1512,1273,833,53,147,185,157,124,50,46,136
"LOC102724030",25,29,13,13,20,34,21,17,2,3,2,2,2,1,2,3
"LOC102724034",1,1,0,1,4,4,2,1,2,3,5,2,3,4,0,3
"GPR84-AS1",4,4,6,13,15,10,9,11,6,7,18,12,31,10,6,15
"B4GAT1-DT",33,59,17,27,41,41,32,23,7,22,21,22,24,9,4,17
"LINC01389",2,4,2,3,3,9,4,2,3,3,3,5,5,1,1,4
"LOC102724078",0,1,0,0,1,1,0,1,3,7,8,9,4,2,2,6
"LOC102724081",33,36,19,34,20,19,40,21,2,6,13,12,3,1,2,6
"DYNLRB2-AS1",9,9,8,7,2,3,12,0,1,4,1,3,0,1,0,2
"LOC102724093",58,80,41,58,92,89,140,82,4,10,11,12,7,3,2,10
"MUC12-AS1",0,1,0,1,0,0,0,0,3,8,23,10,4,1,0,10
"TTC39A-AS1",14,20,10,11,16,20,17,12,0,2,1,2,0,2,0,1
"SLC35F3-AS1",0,0,1,0,0,2,0,1,1,12,7,11,5,1,3,10
"ZNF528-AS1",408,495,214,401,549,685,1061,685,3,5,20,44,5,7,0,19
"LOC102724117",84,125,59,86,171,164,213,135,3,14,15,14,13,5,3,11
"LOC102724135",788,1091,410,569,1407,1544,1151,801,73,165,130,147,150,49,25,133
"LOC102724146",520,739,281,488,483,495,478,345,97,218,301,261,103,48,42,212
"LOC102724149",88,88,58,67,62,102,93,76,5,9,6,8,5,2,0,11
"LOC102724151",4,10,5,5,4,8,8,3,2,2,10,4,4,2,5,5
"FLVCR2-AS1",18,26,14,10,13,23,23,19,4,8,9,11,4,2,3,9
"LINC03026",9,3,2,3,2,0,3,0,7,17,10,52,13,2,2,54
"LOC102724159",411,557,241,315,388,487,347,270,36,109,110,91,49,15,14,86
"CDH13-AS2",11,12,4,11,22,16,6,9,2,6,2,17,3,0,1,10
"PABPC5-AS1",1,3,4,2,1,1,0,1,2,0,1,0,1,0,0,2
"LINC02542",251,270,110,191,191,232,220,131,30,161,156,177,116,42,19,214
"LINC02289",60,99,46,37,54,51,86,38,1,4,1,7,1,0,1,6
"LOC102724194",7,9,12,10,24,23,15,6,0,2,4,3,1,0,0,1
"LOC102724197",30,37,13,23,38,44,35,26,2,4,11,6,3,2,1,7
"LOC102724200",346,402,206,324,408,456,465,320,83,256,512,190,248,90,126,224
"LOC102724207",1,1,2,0,2,2,2,1,1,1,2,4,3,0,0,3
"LINC03104",323,347,188,267,326,360,388,261,58,164,256,134,175,56,58,142
"C3orf86P",2,3,2,1,2,2,3,4,1,5,4,3,4,0,0,3
"LINC02576",9,9,0,5,2,0,5,1,0,7,2,4,3,0,2,5
"FAM88C",147,197,90,125,128,162,160,103,23,54,47,66,38,14,6,68
"TTC39C-AS1",4,3,4,6,2,5,3,1,2,7,7,5,7,1,3,7
"LOC102724250",652,844,427,650,1019,1151,1481,1072,293,717,688,575,689,233,181,525
"LOC102724262",20,28,19,37,25,38,51,31,1,2,5,4,1,2,0,1
"LOC102724273",18,24,5,10,23,31,28,22,16,35,20,20,34,12,5,32
"CCR5AS",2,0,1,1,0,0,0,1,19,37,48,14,38,18,0,15
"NECTIN1-DT",18,26,4,19,23,30,21,17,0,4,3,3,2,1,0,6
"CYP17A1-AS1",1,1,0,2,0,1,2,0,1,1,0,2,2,2,0,1
"LINC01770",50,68,20,36,132,178,104,73,0,0,7,4,1,0,1,6
"SVIL-AS1",561,772,354,566,564,735,646,466,197,494,449,407,417,163,126,370
"LOC102724319",2,3,1,1,1,1,3,3,0,4,4,1,2,2,1,3
"LOC102724322",18,32,18,32,22,20,32,32,8,26,9,31,36,8,5,19
"LOC102724323",0,1,0,1,0,1,1,0,0,2,1,1,1,1,0,2
"ATF6-DT",26,26,8,10,12,12,9,4,5,7,21,3,4,5,8,5
"PCMTD1-DT",222,281,111,171,104,138,142,99,8,48,35,74,25,8,2,55
"LOC102724334",484,740,430,603,281,334,321,236,338,873,494,346,538,223,58,285
"CTB-30L5.1",0,0,0,1,2,5,1,1,0,1,10,3,1,0,1,2
"LINC02637",9,6,6,12,2,5,3,3,0,2,2,1,0,0,1,2
"LOC102724351",35,30,16,22,18,29,40,7,18,37,48,64,23,7,10,50
"LOC102724354",1,4,0,2,4,2,5,3,2,1,4,1,1,3,0,1
"UAP1-DT",0,4,0,6,1,1,3,0,0,3,9,3,6,0,6,5
"HOMER3-AS1",2,6,1,5,8,3,8,5,4,12,9,5,11,4,5,6
"SPINT1-AS1",265,439,249,362,149,175,274,174,4,26,53,24,14,7,6,31
"SEC22B4P",726,852,419,715,632,738,917,606,98,306,512,284,308,97,100,275
"LINC02585",5,18,7,4,8,8,22,7,0,1,0,2,1,1,1,1
"LOC102724378",75,74,35,61,39,37,29,27,17,45,20,13,47,19,4,5
"LINC02316",2,1,3,0,0,0,1,0,5,10,7,33,4,3,0,40
"LOC102724382",8,8,3,20,4,4,3,2,0,0,0,2,1,0,0,1
"LINC02197",1415,1656,703,1138,1758,1797,1208,948,0,1,2,3,0,0,1,1
"TWSG1-DT",13,11,2,9,1,8,8,2,9,18,29,17,20,5,6,25
"CH507-42P11.6",19,16,11,13,18,23,23,22,2,6,22,8,11,3,2,6
"DNAJC6-AS1",2,6,4,1,2,1,3,2,7,12,14,20,6,1,2,17
"LOC102724428",195,246,171,234,134,156,290,162,26,77,166,84,54,23,17,77
"LOC102724446",9,4,1,0,2,3,3,1,2,12,10,14,12,5,5,17
"SOD1-DT",1,3,1,0,2,6,2,1,2,1,0,1,0,1,0,0
"RNF207-AS1",2,7,3,6,1,7,3,2,2,7,4,5,4,2,0,5
"LOC102724458",3,5,2,0,1,2,0,0,0,1,2,6,0,1,2,14
"LOC102724467",14,17,4,7,7,11,10,8,2,0,2,0,0,0,0,0
"LINC01887",0,3,2,1,1,0,1,2,2,7,3,9,4,0,2,11
"F10-AS2",39,33,50,74,75,86,92,61,1,5,7,9,0,0,7,11
"LOC102724479",4,15,6,4,6,6,5,5,5,29,23,13,22,2,11,22
"SYT15B",316,485,264,324,220,239,244,197,25,46,64,49,30,6,10,30
"LOC102724497",1,1,1,4,5,1,0,8,1,1,3,6,2,3,0,8
"LOC102724507",1,1,1,1,1,1,0,0,2,2,5,3,1,1,1,1
"EFCAB13-DT",4,9,2,3,1,0,2,0,20,57,45,29,173,49,28,55
"LINC01291",92,117,58,92,52,53,72,28,0,2,5,20,8,3,4,32
"LOC102724517",165,186,116,146,131,149,164,105,57,163,231,138,190,64,72,173
"LOC102724527",29,44,21,31,13,14,16,17,7,15,25,13,8,14,9,15
"LOC102724528",35,58,26,39,21,22,64,27,32,111,60,131,108,28,15,115
"LOC102724530",5,6,8,10,9,6,2,4,3,4,9,5,8,2,0,7
"SP2-DT",271,352,193,246,107,109,195,75,37,118,102,86,104,28,28,95
"LOC102724542",6,9,5,5,1,8,10,4,0,0,0,1,0,0,0,0
"LOC102724545",4,2,1,3,5,1,5,1,16,36,36,36,28,10,2,34
"LINC03102",15,10,12,12,6,5,11,5,17,25,99,24,32,11,40,11
"LINC02015",5,4,3,0,0,1,0,0,81,246,238,695,324,128,41,561
"RERE-AS1",11,16,23,25,14,14,25,21,1,1,3,4,5,0,1,2
"LOC102724553",10,2,1,7,4,1,5,2,0,0,0,0,0,0,0,1
"LOC102724560",5524,7366,3384,4299,5122,5898,4660,3380,18,51,238,50,42,11,22,37
"LOC102724562",29,35,22,25,51,45,69,26,2,6,5,6,5,2,0,8
"LOC102724563",27,32,11,17,21,31,21,19,10,32,29,34,27,9,11,53
"CARMAL",0,0,4,3,2,2,2,2,1,0,0,1,0,1,0,2
"LNCTAM34A",101,119,78,122,123,97,125,87,4,4,3,7,1,0,0,4
"LOC102724580",33,36,19,41,30,44,40,30,12,35,59,64,22,9,8,55
"LOC102724591",11,21,43,42,13,20,67,33,1,3,3,9,4,0,0,5
"LOC102724593",24,37,19,31,16,12,32,15,2,5,2,4,0,0,1,4
"LOC102724594",1462,1765,969,1368,1522,1742,1691,1210,23,45,51,41,41,8,15,29
"ZNF652-AS1",6,8,6,10,7,11,10,5,3,21,44,21,13,8,5,16
"LOC102724603",6,2,2,4,2,5,6,4,0,1,1,2,0,0,0,3
"LOC102724608",3,4,7,4,1,1,4,2,1,1,2,1,0,0,0,0
"LOC102724621",10,14,38,57,7,13,35,23,16,38,29,24,20,6,7,25
"LOC102724625",1,1,1,2,1,0,1,0,0,2,3,1,2,1,3,3
"LOC102724632",0,5,3,1,2,1,8,5,1,0,0,0,0,1,0,0
"LOC102724642",169,173,74,113,159,196,131,95,66,193,193,200,167,57,52,192
"FAM245B",1,1,0,1,1,2,1,1,0,1,0,0,1,1,2,0
"LOC102724646",2,4,3,6,3,7,13,5,3,4,11,11,5,2,2,9
"PPFIA2-AS1",55,42,27,39,23,22,41,18,0,0,0,1,0,0,0,0
"DPY19L1P2",5,4,1,4,6,4,7,7,13,44,44,47,50,15,9,46
"LOC102724682",40,55,34,57,54,90,96,71,3,11,8,19,13,7,1,22
"LOC102724687",34,37,8,29,7,4,9,7,1,1,2,5,2,0,0,3
"MRPS9-AS2",3,5,0,4,1,0,3,4,0,0,2,1,0,2,0,2
"LINC02043",3,1,0,3,4,3,4,3,5,9,9,6,1,0,1,2
"LOC102724701",492,506,255,379,444,496,517,353,85,226,341,173,227,73,66,193
"ARFGEF1-DT",16,10,4,6,0,7,14,1,1,6,17,21,10,4,1,12
"LOC102724711",18,13,2,7,17,13,18,8,3,5,8,4,8,3,2,11
"MYO1D-DT",5,14,9,2,4,1,13,5,0,0,5,4,1,0,0,8
"LOC102724720",1,1,0,2,3,8,1,2,0,1,1,1,1,0,0,2
"LOC102724723",2,2,2,4,3,5,5,5,7,14,17,13,11,2,8,20
"LOC102724727",14,21,9,17,13,18,28,18,4,14,21,6,13,4,4,9
"LOC102724732",2,0,4,1,5,8,7,5,0,0,1,3,0,0,0,0
"LINC02940",7,13,8,10,8,11,11,11,1,0,0,4,0,0,0,0
"LOC102724744",3,5,16,17,4,6,17,10,0,2,1,1,0,0,0,0
"LINC03110",1,0,2,2,1,2,0,2,0,0,0,2,2,1,7,2
"LOC102724749",1,1,0,0,4,0,1,1,7,14,18,20,26,4,7,22
"LOC102724751",33,53,23,26,24,29,29,11,2,7,17,9,7,3,4,9
"LOC102724754",1,0,1,4,0,1,5,2,0,2,5,2,6,2,6,10
"MAP9-AS1",50,47,21,60,60,89,72,50,7,14,24,22,12,5,2,12
"LOC102724780",3,6,5,10,4,11,14,2,0,0,5,4,1,0,0,3
"LOC102724800",11,7,10,11,10,14,15,17,25,71,65,59,273,84,31,65
"LOC102724805",175,208,102,176,152,151,148,109,5,18,12,10,9,5,1,13
"LOC102724808",12,17,16,21,28,31,25,26,12,50,64,48,26,9,10,38
"CHD1-DT",2,2,1,0,1,1,1,1,1,4,4,3,2,1,2,2
"LOC102724813",271,308,162,235,226,293,361,218,2,9,18,4,14,5,2,7
"AP1G2-AS1",1445,1799,892,1225,1491,1594,1498,1084,82,245,353,151,225,103,78,175
"LANCL1-AS1",2,3,2,1,3,7,1,1,1,5,18,9,4,1,1,2
"ZNF337-AS1",844,845,371,593,513,508,704,433,87,243,223,175,215,79,34,179
"MIATNB",14,15,4,7,12,15,20,9,16,25,54,41,19,14,5,32
"LOC102724830",48,34,31,39,27,19,30,25,1,1,0,14,0,0,0,25
"ANKRD17-DT",6,7,6,11,3,5,9,5,3,13,11,7,11,3,1,9
"LOC102724843",393,434,218,325,403,443,451,295,78,230,334,184,231,75,76,184
"LINC00596",3,9,1,8,3,9,7,2,0,0,0,1,0,1,0,5
"LOC102724848",2,4,0,2,7,2,7,2,1,1,2,3,3,1,1,3
"LOC102724851",390,441,211,332,150,187,293,174,11,46,49,20,36,12,6,27
"LOC102724858",21,25,16,19,13,24,23,15,32,88,89,89,94,28,13,81
"TBC1D3I",156,217,128,151,238,252,302,198,7,22,33,25,41,11,17,28
"LOC102724875",0,2,0,1,0,1,2,1,1,1,2,2,3,0,1,3
"LOC102724877",0,2,1,1,2,0,2,2,7,20,8,10,12,9,0,13
"PPP1R3B-DT",0,2,0,0,0,0,3,2,7,11,38,12,18,3,1,11
"LOC102724883",84,62,27,36,58,67,112,41,4,15,14,8,13,2,1,8
"LINC02293",4,2,0,0,0,0,3,0,0,12,25,11,2,4,2,8
"LIVAR",18,18,10,15,4,11,14,5,3,12,10,7,6,3,3,3
"LOC102724904",1,1,0,0,0,1,1,0,4,10,12,16,9,7,1,17
"CYLD-AS1",2,3,3,5,1,3,3,2,1,4,6,8,1,1,0,13
"ERVE-5",17,8,2,7,3,1,46,46,0,0,1,0,0,0,0,0
"LOC102724916",5,11,3,3,7,6,5,4,6,3,6,4,4,1,4,2
"PDC-AS1",3,1,0,3,0,1,2,3,1,2,2,1,2,0,1,2
"TRIDDENT",15,13,13,24,17,26,25,28,1,2,4,7,2,4,0,14
"LOC102724943",41,63,14,25,20,29,22,20,11,14,22,13,21,5,9,12
"LOC102724945",5,1,1,0,0,2,2,3,0,2,2,2,0,0,0,2
"LINC03105",310,335,179,263,321,361,383,250,55,167,253,136,170,57,57,139
"LOC102724956",7,2,1,3,5,3,5,5,2,5,8,3,3,0,1,3
"LOC102724965",38,27,28,29,27,32,42,17,5,18,23,19,6,4,3,9
"LOC102724968",2,0,0,0,0,1,0,1,1,1,9,5,3,2,0,4
"ARHGAP11B-DT",110,150,69,84,88,97,119,69,12,28,27,15,18,4,5,13
"LINC02352",1,0,0,0,7,6,15,10,0,2,3,1,2,1,0,1
"NOVA1-DT",2,6,5,2,2,0,2,0,25,66,92,74,49,23,21,63
"LOC102725051",139,142,90,120,123,155,194,141,2,3,5,4,1,1,1,5
"LOC102725065",1,6,1,3,4,5,5,3,2,5,14,9,22,7,4,18
"MICB-DT",1,1,2,4,0,0,1,5,26,70,68,89,55,13,10,55
"POM121L15P",26,42,20,26,15,21,19,14,4,7,21,11,8,2,8,12
"LOC102725082",2,4,0,0,0,0,0,1,0,2,2,8,3,3,2,5
"DDX11L17",12,17,9,10,15,22,7,10,2,8,9,4,5,3,1,6
"LOC102725180",375,503,312,376,559,690,379,345,43,139,105,63,68,25,7,46
"C7orf78",3,2,2,1,0,3,7,3,4,3,2,0,2,2,0,7
"CEP250-AS1",56,71,48,58,91,97,115,94,11,35,27,14,44,14,4,18
"LOC102725227",27,27,12,10,19,18,28,19,12,36,29,13,26,9,4,19
"LOC102725228",42,63,30,50,20,22,56,28,0,7,1,2,0,0,0,5
"LOC102725231",7,13,11,8,15,9,14,10,1,6,19,3,6,3,2,3
"LOC102725254",13,17,7,2,8,22,26,10,1,1,5,2,1,0,1,0
"LINC01232",94,101,34,67,75,79,59,41,6,11,17,24,8,3,1,25
"ELDR",6,0,0,0,13,6,7,8,2,1,1,4,1,0,0,2
"HAGLROS",12,10,11,11,2,8,12,4,2,0,0,1,0,0,0,3
"TPTEP2-CSNK1E",1495,2094,905,1424,1839,2178,2430,1616,278,725,853,569,708,266,260,673
"CASC21",3,8,3,8,1,1,5,4,0,0,0,0,1,0,0,1
"LOC103021295",224,239,111,185,172,212,178,146,31,70,137,96,79,26,41,114
"SLC26A9-AS1",2,4,3,4,1,2,7,3,0,1,3,2,0,0,0,3
"SNHG22",37,50,18,29,41,39,51,35,11,26,14,29,13,6,4,34
"BRWD1-AS2",52,82,29,46,54,52,67,36,7,12,13,9,4,4,1,2
"LINC01145",494,785,462,678,106,117,334,181,27,69,72,69,72,32,15,80
"LOC103171574",21,27,9,19,34,38,24,25,6,10,12,9,9,3,1,9
"KIAA1614-AS1",36,28,23,23,19,22,42,18,3,6,8,11,3,1,4,13
"LINC01391",8,1,0,3,4,3,6,1,0,6,2,2,2,0,0,0
"LOC103344931",120,186,68,109,117,124,198,118,6,23,28,34,25,11,3,42
"PGM5P4-AS1",0,1,0,0,0,0,1,0,6,20,21,15,22,3,3,17
"LINC01410",59,86,37,55,45,52,70,54,4,9,17,20,4,5,3,22
"MIR3648-2",1,3,2,3,2,2,3,4,109,225,282,181,99,45,34,111
"MIR1244-4",389,355,106,248,329,391,486,312,14,48,50,10,58,16,11,15
"MIR6859-4",9,9,2,6,19,18,16,7,1,2,3,4,3,2,0,2
"TGFB2-OT1",5,4,4,7,34,27,30,21,61,163,165,133,183,47,45,141
"LLPH-DT",4,18,6,9,4,8,8,2,0,2,6,2,0,1,0,1
"RNU6-2",43,37,65,100,20,34,60,15,7,33,31,22,26,4,2,22
"CATIP-AS2",0,4,3,2,4,9,7,6,1,6,10,1,0,2,1,1
"TBX2-AS1",1,14,21,21,4,1,23,13,10,21,18,6,17,6,3,2
"LINC01337",2,2,1,1,0,5,0,9,0,1,4,0,3,0,0,4
